day,date,daily,line,type,number
Friday,2011-12-09,12596,green,Average,1645
Saturday,2011-12-10,8827.5,green,Average,1133.5
Sunday,2011-12-11,5501.5,green,Average,797.5
Monday,2011-12-12,10359,green,Average,1217.5
Tuesday,2011-12-13,10433.5,green,Average,1586.5
Wednesday,2011-12-14,10697,green,Average,1710
Thursday,2011-12-15,10797.5,green,Average,1796.5
Friday,2011-12-16,12561.5,green,Average,2079
Saturday,2011-12-17,8400,green,Average,1291
Sunday,2011-12-18,5308.5,green,Average,825.5
Monday,2011-12-19,10649,green,Average,1766.5
Tuesday,2011-12-20,10799.5,green,Average,4967
Wednesday,2011-12-21,10396,green,Average,1711.5
Thursday,2011-12-22,10432.5,green,Average,1580.5
Friday,2011-12-23,10160.5,green,Average,1555
Saturday,2011-12-24,4561.5,green,Average,705.5
Sunday,2011-12-25,0,green,Average,NA
Monday,2011-12-26,6689.5,green,Average,1152.5
Tuesday,2011-12-27,7886.5,green,Average,1228.5
Wednesday,2011-12-28,9804.5,green,Average,1652.5
Thursday,2011-12-29,9223.5,green,Average,1484
Friday,2011-12-30,10709,green,Average,1730.5
Saturday,2011-12-31,8711.5,green,Average,1224
Sunday,2012-01-01,3939.5,green,Average,725
Monday,2012-01-02,7262,green,Average,1178.5
Tuesday,2012-01-03,9765.5,green,Average,1596
Wednesday,2012-01-04,9525.5,green,Average,1665
Thursday,2012-01-05,10035.5,green,Average,1712.5
Friday,2012-01-06,12341,green,Average,1938
Saturday,2012-01-07,8454,green,Average,1293
Sunday,2012-01-08,5101.5,green,Average,966.5
Monday,2012-01-09,10614.5,green,Average,1780.5
Tuesday,2012-01-10,10795,green,Average,1979
Wednesday,2012-01-11,10743.5,green,Average,1930.5
Thursday,2012-01-12,10769.5,green,Average,1994.5
Friday,2012-01-13,11940.5,green,Average,2233.5
Saturday,2012-01-14,8205,green,Average,1159.5
Sunday,2012-01-15,6347.5,green,Average,1039
Monday,2012-01-16,7516,green,Average,1260
Tuesday,2012-01-17,11000.5,green,Average,1904.5
Wednesday,2012-01-18,11444,green,Average,1930.5
Thursday,2012-01-19,11427.5,green,Average,1996.5
Friday,2012-01-20,13090,green,Average,2181
Saturday,2012-01-21,7569.5,green,Average,1208
Sunday,2012-01-22,5308.5,green,Average,961.5
Monday,2012-01-23,7252.5,green,Average,1773
Tuesday,2012-01-24,11849,green,Average,2138.5
Wednesday,2012-01-25,11987.5,green,Average,2015.5
Thursday,2012-01-26,11132,green,Average,1965
Friday,2012-01-27,13243.5,green,Average,2186.5
Saturday,2012-01-28,10497,green,Average,1515
Sunday,2012-01-29,6716,green,Average,1192
Monday,2012-01-30,11658,green,Average,1981
Tuesday,2012-01-31,11976.5,green,Average,2040
Wednesday,2012-02-01,12130.5,green,Average,2103.5
Thursday,2012-02-02,11424,green,Average,1996.5
Friday,2012-02-03,13753,green,Average,2200
Saturday,2012-02-04,8665.5,green,Average,1278
Sunday,2012-02-05,5851,green,Average,959
Monday,2012-02-06,10900,green,Average,1860
Tuesday,2012-02-07,11304,green,Average,2001.5
Wednesday,2012-02-08,11349,green,Average,1980
Thursday,2012-02-09,11697,green,Average,2029
Friday,2012-02-10,13887,green,Average,2272.5
Saturday,2012-02-11,9343.5,green,Average,1360
Sunday,2012-02-12,5924.5,green,Average,1030.5
Monday,2012-02-13,11314.5,green,Average,1989.5
Tuesday,2012-02-14,11016,green,Average,1934.5
Wednesday,2012-02-15,11861,green,Average,2047.5
Thursday,2012-02-16,10822,green,Average,1777
Friday,2012-02-17,13627.5,green,Average,2344.5
Saturday,2012-02-18,9950.5,green,Average,1492
Sunday,2012-02-19,6544,green,Average,1294
Monday,2012-02-20,9760,green,Average,1837.5
Tuesday,2012-02-21,11677,green,Average,1980.5
Wednesday,2012-02-22,11931.5,green,Average,2150
Thursday,2012-02-23,11236.5,green,Average,2019
Friday,2012-02-24,12819.5,green,Average,2085.5
Saturday,2012-02-25,9600.5,green,Average,1337
Sunday,2012-02-26,6637.5,green,Average,1195
Monday,2012-02-27,11241,green,Average,1902.5
Tuesday,2012-02-28,11242.5,green,Average,1895
Wednesday,2012-02-29,9657.5,green,Average,1812
Thursday,2012-03-01,11785.5,green,Average,2170.5
Friday,2012-03-02,12891,green,Average,2221
Saturday,2012-03-03,10003.5,green,Average,1668.5
Sunday,2012-03-04,5946,green,Average,1042
Monday,2012-03-05,11304,green,Average,2070
Tuesday,2012-03-06,11433.5,green,Average,2184
Wednesday,2012-03-07,11805,green,Average,2199.5
Thursday,2012-03-08,11905,green,Average,2134
Friday,2012-03-09,12977.5,green,Average,2212.5
Saturday,2012-03-10,9714,green,Average,1479
Sunday,2012-03-11,4534,green,Average,937.5
Monday,2012-03-12,10751,green,Average,1997.5
Tuesday,2012-03-13,11697,green,Average,2094
Wednesday,2012-03-14,12221.5,green,Average,2249.5
Thursday,2012-03-15,12047,green,Average,2163
Friday,2012-03-16,14054.5,green,Average,2312
Saturday,2012-03-17,13048,green,Average,1904
Sunday,2012-03-18,6057,green,Average,1101.5
Monday,2012-03-19,11858,green,Average,2040
Tuesday,2012-03-20,11667,green,Average,2064.5
Wednesday,2012-03-21,11901,green,Average,2214.5
Thursday,2012-03-22,12375,green,Average,2153.5
Friday,2012-03-23,15521.5,green,Average,2531.5
Saturday,2012-03-24,8672,green,Average,1384
Sunday,2012-03-25,6508.5,green,Average,1199.5
Monday,2012-03-26,12167.5,green,Average,2236
Tuesday,2012-03-27,11885.5,green,Average,2125.5
Wednesday,2012-03-28,12083,green,Average,2231
Thursday,2012-03-29,12042,green,Average,2113
Friday,2012-03-30,13671,green,Average,2362
Saturday,2012-03-31,10095.5,green,Average,1519.5
Sunday,2012-04-01,7418.5,green,Average,1208.5
Monday,2012-04-02,12543.5,green,Average,2415.5
Tuesday,2012-04-03,13027.5,green,Average,2382
Wednesday,2012-04-04,12635,green,Average,2277
Thursday,2012-04-05,12090,green,Average,2220.5
Friday,2012-04-06,13020,green,Average,1961
Saturday,2012-04-07,10177,green,Average,1656
Sunday,2012-04-08,7152.5,green,Average,1241.5
Monday,2012-04-09,12864.5,green,Average,2379
Tuesday,2012-04-10,12300.5,green,Average,2147
Wednesday,2012-04-11,12848.5,green,Average,2253
Thursday,2012-04-12,12358.5,green,Average,2151
Friday,2012-04-13,14331.5,green,Average,2365
Saturday,2012-04-14,11206.5,green,Average,2005
Sunday,2012-04-15,7611,green,Average,1384
Monday,2012-04-16,12854.5,green,Average,2296
Tuesday,2012-04-17,12553.5,green,Average,2247.5
Wednesday,2012-04-18,12069.5,green,Average,2180.5
Thursday,2012-04-19,12255,green,Average,2209.5
Friday,2012-04-20,14349.5,green,Average,2526.5
Saturday,2012-04-21,10946,green,Average,1844
Sunday,2012-04-22,4844,green,Average,835
Monday,2012-04-23,11805.5,green,Average,2149
Tuesday,2012-04-24,12119,green,Average,2113
Wednesday,2012-04-25,12923.5,green,Average,2355
Thursday,2012-04-26,12380,green,Average,2283.5
Friday,2012-04-27,14784,green,Average,2647.5
Saturday,2012-04-28,9500.5,green,Average,1491
Sunday,2012-04-29,7672,green,Average,1444.5
Monday,2012-04-30,11925.5,green,Average,2189
Tuesday,2012-05-01,12852.5,green,Average,2340.5
Wednesday,2012-05-02,12309.5,green,Average,2360
Thursday,2012-05-03,11762.5,green,Average,2152.5
Friday,2012-05-04,14172,green,Average,2492.5
Saturday,2012-05-05,11369.5,green,Average,1549.5
Sunday,2012-05-06,7171.5,green,Average,1246
Monday,2012-05-07,12415.5,green,Average,2305
Tuesday,2012-05-08,12231.5,green,Average,2331.5
Wednesday,2012-05-09,12600,green,Average,2160
Thursday,2012-05-10,12696.5,green,Average,2243.5
Friday,2012-05-11,14849,green,Average,2576.5
Saturday,2012-05-12,11022,green,Average,1919.5
Sunday,2012-05-13,6908,green,Average,1311
Monday,2012-05-14,11842.5,green,Average,2110.5
Tuesday,2012-05-15,12905,green,Average,2199
Wednesday,2012-05-16,13209,green,Average,2340.5
Thursday,2012-05-17,12529.5,green,Average,2323.5
Friday,2012-05-18,14512,green,Average,2757.5
Saturday,2012-05-19,11105,green,Average,1986
Sunday,2012-05-20,7969,green,Average,1536.5
Monday,2012-05-21,12257,green,Average,2206.5
Tuesday,2012-05-22,14285,green,Average,2523.5
Wednesday,2012-05-23,13648,green,Average,2434
Thursday,2012-05-24,13809.5,green,Average,2625.5
Friday,2012-05-25,16149.5,green,Average,2743
Saturday,2012-05-26,10379.5,green,Average,1894.5
Sunday,2012-05-27,9133,green,Average,1505.5
Monday,2012-05-28,8674.5,green,Average,1916.5
Tuesday,2012-05-29,12772,green,Average,2463
Wednesday,2012-05-30,13168,green,Average,2359.5
Thursday,2012-05-31,13285.5,green,Average,2538
Friday,2012-06-01,13262,green,Average,2383.5
Saturday,2012-06-02,11539,green,Average,2025.5
Sunday,2012-06-03,7553.5,green,Average,1366
Monday,2012-06-04,13342.5,green,Average,2425.5
Tuesday,2012-06-05,13625.5,green,Average,2449.5
Wednesday,2012-06-06,13532,green,Average,2525
Thursday,2012-06-07,11045,green,Average,2307.5
Friday,2012-06-08,16366.5,green,Average,2858
Saturday,2012-06-09,12897.5,green,Average,2045.5
Sunday,2012-06-10,8691.5,green,Average,1499.5
Monday,2012-06-11,12532,green,Average,2106.5
Tuesday,2012-06-12,13011,green,Average,3878.5
Wednesday,2012-06-13,15672.5,green,Average,2804.5
Thursday,2012-06-14,17580,green,Average,2769.5
Friday,2012-06-15,21951,green,Average,3485
Saturday,2012-06-16,22074.5,green,Average,3338.5
Sunday,2012-06-17,15224.5,green,Average,2268
Monday,2012-06-18,13967.5,green,Average,2334.5
Tuesday,2012-06-19,14775.5,green,Average,2547
Wednesday,2012-06-20,12913,green,Average,2314
Thursday,2012-06-21,12643,green,Average,2294.5
Friday,2012-06-22,15594.5,green,Average,2568
Saturday,2012-06-23,12488,green,Average,1942
Sunday,2012-06-24,8615.5,green,Average,1531
Monday,2012-06-25,13576,green,Average,2512.5
Tuesday,2012-06-26,14090,green,Average,2481
Wednesday,2012-06-27,14361.5,green,Average,2707
Thursday,2012-06-28,13895,green,Average,2387.5
Friday,2012-06-29,15699.5,green,Average,2343.5
Saturday,2012-06-30,11312,green,Average,1607.5
Sunday,2012-07-01,7762,green,Average,1397.5
Monday,2012-07-02,13982,green,Average,2497.5
Tuesday,2012-07-03,14716,green,Average,2579.5
Wednesday,2012-07-04,12124,green,Average,2445.5
Thursday,2012-07-05,13019.5,green,Average,2173.5
Friday,2012-07-06,15783,green,Average,2644.5
Saturday,2012-07-07,11211,green,Average,1752.5
Sunday,2012-07-08,7601.5,green,Average,1444
Monday,2012-07-09,13016.5,green,Average,2419
Tuesday,2012-07-10,13497,green,Average,2429
Wednesday,2012-07-11,13102.5,green,Average,2662.5
Thursday,2012-07-12,13657.5,green,Average,2395
Friday,2012-07-13,15934,green,Average,2610
Saturday,2012-07-14,11357,green,Average,2064
Sunday,2012-07-15,8507.5,green,Average,1440
Monday,2012-07-16,12348.5,green,Average,2079
Tuesday,2012-07-17,11394.5,green,Average,2220
Wednesday,2012-07-18,11696.5,green,Average,1832
Thursday,2012-07-19,12287,green,Average,2259
Friday,2012-07-20,12514.5,green,Average,2173.5
Saturday,2012-07-21,10230.5,green,Average,1461
Sunday,2012-07-22,8960,green,Average,879
Monday,2012-07-23,11776,green,Average,1915
Tuesday,2012-07-24,13430.5,green,Average,2670.5
Wednesday,2012-07-25,13632.5,green,Average,2594
Thursday,2012-07-26,13255.5,green,Average,2373
Friday,2012-07-27,15555,green,Average,2855.5
Saturday,2012-07-28,12132.5,green,Average,1917
Sunday,2012-07-29,8636,green,Average,1565.5
Monday,2012-07-30,12683,green,Average,2067
Tuesday,2012-07-31,13118,green,Average,2284
Wednesday,2012-08-01,13668,green,Average,2491
Thursday,2012-08-02,12848.5,green,Average,2053.5
Friday,2012-08-03,15667.5,green,Average,2474.5
Saturday,2012-08-04,11744.5,green,Average,1610.5
Sunday,2012-08-05,7184,green,Average,1191
Monday,2012-08-06,12657,green,Average,2300
Tuesday,2012-08-07,13102.5,green,Average,2068
Wednesday,2012-08-08,12489.5,green,Average,2137.5
Thursday,2012-08-09,12677,green,Average,1985
Friday,2012-08-10,14130,green,Average,2505
Saturday,2012-08-11,11273,green,Average,1679
Sunday,2012-08-12,7662,green,Average,1464.5
Monday,2012-08-13,13103.5,green,Average,2519.5
Tuesday,2012-08-14,13329,green,Average,2035.5
Wednesday,2012-08-15,13814.5,green,Average,2458.5
Thursday,2012-08-16,14299,green,Average,2560.5
Friday,2012-08-17,14234,green,Average,2650
Saturday,2012-08-18,11135.5,green,Average,1999.5
Sunday,2012-08-19,6528,green,Average,1356.5
Monday,2012-08-20,12293.5,green,Average,2337.5
Tuesday,2012-08-21,12899,green,Average,2674.5
Wednesday,2012-08-22,13753.5,green,Average,2756
Thursday,2012-08-23,14615,green,Average,2803.5
Friday,2012-08-24,15852,green,Average,2940.5
Saturday,2012-08-25,11074.5,green,Average,1816.5
Sunday,2012-08-26,6434.5,green,Average,1209.5
Monday,2012-08-27,13154.5,green,Average,1996.5
Tuesday,2012-08-28,13038.5,green,Average,1875
Wednesday,2012-08-29,14595.5,green,Average,2560.5
Thursday,2012-08-30,9951.5,green,Average,2206
Friday,2012-08-31,10678,green,Average,2791.5
Saturday,2012-09-01,8430,green,Average,1990
Sunday,2012-09-02,5211,green,Average,1113.5
Monday,2012-09-03,5864,green,Average,1434.5
Tuesday,2012-09-04,12492,green,Average,2110.5
Wednesday,2012-09-05,13596,green,Average,2295
Thursday,2012-09-06,13202.5,green,Average,2321.5
Friday,2012-09-07,16714,green,Average,2688.5
Saturday,2012-09-08,12003,green,Average,1813.5
Sunday,2012-09-09,8042.5,green,Average,1304
Monday,2012-09-10,13778,green,Average,2423.5
Tuesday,2012-09-11,13536.5,green,Average,2506.5
Wednesday,2012-09-12,13871,green,Average,2631
Thursday,2012-09-13,13591.5,green,Average,2395.5
Friday,2012-09-14,15466.5,green,Average,2652.5
Saturday,2012-09-15,12687,green,Average,2141.5
Sunday,2012-09-16,6988.5,green,Average,1314
Monday,2012-09-17,12706,green,Average,2398
Tuesday,2012-09-18,11031.5,green,Average,1981
Wednesday,2012-09-19,13701.5,green,Average,2442
Thursday,2012-09-20,13581.5,green,Average,2535
Friday,2012-09-21,15690.5,green,Average,2854.5
Saturday,2012-09-22,11147,green,Average,2070.5
Sunday,2012-09-23,8555,green,Average,1446.5
Monday,2012-09-24,13839,green,Average,2608
Tuesday,2012-09-25,13263,green,Average,2391
Wednesday,2012-09-26,13746.5,green,Average,2554.5
Thursday,2012-09-27,14956,green,Average,2754.5
Friday,2012-09-28,15937,green,Average,2719.5
Saturday,2012-09-29,11717,green,Average,1543
Sunday,2012-09-30,7938.5,green,Average,1391
Monday,2012-10-01,13415.5,green,Average,2337
Tuesday,2012-10-02,11631,green,Average,1967
Wednesday,2012-10-03,13447.5,green,Average,2271
Thursday,2012-10-04,13573,green,Average,2499.5
Friday,2012-10-05,16125.5,green,Average,2635.5
Saturday,2012-10-06,11760,green,Average,1931
Sunday,2012-10-07,6141.5,green,Average,1038
Monday,2012-10-08,12141.5,green,Average,2225
Tuesday,2012-10-09,12750.5,green,Average,2225.5
Wednesday,2012-10-10,13687.5,green,Average,2549.5
Thursday,2012-10-11,13302.5,green,Average,2532.5
Friday,2012-10-12,15335.5,green,Average,2670
Saturday,2012-10-13,7381,green,Average,1292.5
Sunday,2012-10-14,7175.5,green,Average,1174
Monday,2012-10-15,12460.5,green,Average,2301
Tuesday,2012-10-16,12044,green,Average,1933.5
Wednesday,2012-10-17,13466.5,green,Average,2327.5
Thursday,2012-10-18,13491.5,green,Average,2378.5
Friday,2012-10-19,14318.5,green,Average,2569
Saturday,2012-10-20,11249.5,green,Average,1925
Sunday,2012-10-21,6962,green,Average,1323
Monday,2012-10-22,13003.5,green,Average,2300.5
Tuesday,2012-10-23,13379,green,Average,2451
Wednesday,2012-10-24,13522,green,Average,2436
Thursday,2012-10-25,13159.5,green,Average,2297
Friday,2012-10-26,14401.5,green,Average,2677.5
Saturday,2012-10-27,11616,green,Average,2146.5
Sunday,2012-10-28,5693.5,green,Average,1010
Monday,2012-10-29,NA,green,Average,0
Tuesday,2012-10-30,NA,green,Average,0
Wednesday,2012-10-31,NA,green,Average,2461
Thursday,2012-11-01,NA,green,Average,2345
Friday,2012-11-02,NA,green,Average,2719.5
Saturday,2012-11-03,NA,green,Average,1685
Sunday,2012-11-04,NA,green,Average,1130
Monday,2012-11-05,NA,green,Average,2297
Tuesday,2012-11-06,NA,green,Average,1943
Wednesday,2012-11-07,NA,green,Average,2296.5
Thursday,2012-11-08,NA,green,Average,2268.5
Friday,2012-11-09,NA,green,Average,2861
Saturday,2012-11-10,NA,green,Average,1776.5
Sunday,2012-11-11,NA,green,Average,1123.5
Monday,2012-11-12,NA,green,Average,2352
Tuesday,2012-11-13,NA,green,Average,2323
Wednesday,2012-11-14,NA,green,Average,2287.5
Thursday,2012-11-15,NA,green,Average,2466
Friday,2012-11-16,NA,green,Average,2593
Saturday,2012-11-17,NA,green,Average,1450.5
Sunday,2012-11-18,NA,green,Average,1087
Monday,2012-11-19,NA,green,Average,2320
Tuesday,2012-11-20,NA,green,Average,2063
Wednesday,2012-11-21,NA,green,Average,2254.5
Thursday,2012-11-22,NA,green,Average,0
Friday,2012-11-23,NA,green,Average,1792
Saturday,2012-11-24,NA,green,Average,1291
Sunday,2012-11-25,NA,green,Average,1028.5
Monday,2012-11-26,NA,green,Average,2155.5
Tuesday,2012-11-27,NA,green,Average,2000.5
Wednesday,2012-11-28,NA,green,Average,2483.5
Thursday,2012-11-29,NA,green,Average,2079
Friday,2012-11-30,NA,green,Average,2653.5
Saturday,2012-12-01,NA,green,Average,1871
Sunday,2012-12-02,NA,green,Average,1195
Monday,2012-12-03,NA,green,Average,2040.5
Tuesday,2012-12-04,NA,green,Average,2297
Wednesday,2012-12-05,NA,green,Average,2247
Thursday,2012-12-06,NA,green,Average,2508
Friday,2012-12-07,NA,green,Average,2361
Saturday,2012-12-08,NA,green,Average,2011.5
Sunday,2012-12-09,NA,green,Average,1044.5
Monday,2012-12-10,NA,green,Average,2133.5
Tuesday,2012-12-11,NA,green,Average,2281
Wednesday,2012-12-12,NA,green,Average,2535.5
Thursday,2012-12-13,NA,green,Average,2422.5
Friday,2012-12-14,NA,green,Average,2497.5
Saturday,2012-12-15,NA,green,Average,1659.5
Sunday,2012-12-16,NA,green,Average,1419
Monday,2012-12-17,NA,green,Average,2111.5
Tuesday,2012-12-18,NA,green,Average,2473
Wednesday,2012-12-19,NA,green,Average,2352.5
Thursday,2012-12-20,NA,green,Average,2079.5
Friday,2012-12-21,NA,green,Average,2294
Saturday,2012-12-22,NA,green,Average,1424
Sunday,2012-12-23,NA,green,Average,1014
Monday,2012-12-24,NA,green,Average,1048
Tuesday,2012-12-25,NA,green,Average,NA
Wednesday,2012-12-26,NA,green,Average,1192
Thursday,2012-12-27,NA,green,Average,1835.5
Friday,2012-12-28,NA,green,Average,2023
Saturday,2012-12-29,NA,green,Average,1360
Sunday,2012-12-30,NA,green,Average,1009.5
Monday,2012-12-31,NA,green,Average,1989
Tuesday,2013-01-01,NA,green,Average,1002
Wednesday,2013-01-02,NA,green,Average,2020.5
Thursday,2013-01-03,NA,green,Average,2213
Friday,2013-01-04,NA,green,Average,2243.5
Saturday,2013-01-05,NA,green,Average,1232
Sunday,2013-01-06,NA,green,Average,961.5
Monday,2013-01-07,NA,green,Average,2217
Tuesday,2013-01-08,NA,green,Average,2315.5
Wednesday,2013-01-09,NA,green,Average,2249.5
Thursday,2013-01-10,NA,green,Average,2256.5
Friday,2013-01-11,NA,green,Average,2181
Saturday,2013-01-12,NA,green,Average,1699
Sunday,2013-01-13,NA,green,Average,1243.5
Monday,2013-01-14,NA,green,Average,2243.5
Tuesday,2013-01-15,NA,green,Average,2301.5
Wednesday,2013-01-16,NA,green,Average,2350
Thursday,2013-01-17,NA,green,Average,2298
Friday,2013-01-18,NA,green,Average,2272.5
Saturday,2013-01-19,NA,green,Average,1704
Sunday,2013-01-20,NA,green,Average,1266
Monday,2013-01-21,NA,green,Average,1675
Tuesday,2013-01-22,NA,green,Average,2223
Wednesday,2013-01-23,NA,green,Average,2262
Thursday,2013-01-24,NA,green,Average,2207
Friday,2013-01-25,NA,green,Average,2305
Saturday,2013-01-26,NA,green,Average,1287
Sunday,2013-01-27,NA,green,Average,1383.5
Monday,2013-01-28,NA,green,Average,2279.5
Tuesday,2013-01-29,NA,green,Average,2417.5
Wednesday,2013-01-30,NA,green,Average,2485.5
Thursday,2013-01-31,NA,green,Average,2424.5
Friday,2013-02-01,NA,green,Average,2517.5
Saturday,2013-02-02,NA,green,Average,1506.5
Sunday,2013-02-03,NA,green,Average,959.5
Monday,2013-02-04,NA,green,Average,2223.5
Tuesday,2013-02-05,NA,green,Average,2454.5
Wednesday,2013-02-06,NA,green,Average,2322
Thursday,2013-02-07,NA,green,Average,2268.5
Friday,2013-02-08,NA,green,Average,2128
Saturday,2013-02-09,NA,green,Average,1578
Sunday,2013-02-10,NA,green,Average,1304
Monday,2013-02-11,NA,green,Average,2113
Tuesday,2013-02-12,NA,green,Average,2310.5
Wednesday,2013-02-13,NA,green,Average,2345
Thursday,2013-02-14,NA,green,Average,2401.5
Friday,2013-02-15,NA,green,Average,2832
Saturday,2013-02-16,NA,green,Average,1426
Sunday,2013-02-17,NA,green,Average,1369
Monday,2013-02-18,NA,green,Average,2033
Tuesday,2013-02-19,NA,green,Average,2107.5
Wednesday,2013-02-20,NA,green,Average,2291
Thursday,2013-02-21,NA,green,Average,2483
Friday,2013-02-22,NA,green,Average,2286.5
Saturday,2013-02-23,NA,green,Average,1619.5
Sunday,2013-02-24,NA,green,Average,1397
Monday,2013-02-25,NA,green,Average,2356
Tuesday,2013-02-26,NA,green,Average,2318
Wednesday,2013-02-27,NA,green,Average,2620.5
Thursday,2013-02-28,NA,green,Average,2285.5
Friday,2013-03-01,NA,green,Average,2635.5
Monday,2010-01-11,952,banner,Boardings,NA
Tuesday,2010-01-12,796,banner,Boardings,NA
Wednesday,2010-01-13,1211.5,banner,Boardings,NA
Thursday,2010-01-14,1213.5,banner,Boardings,NA
Friday,2010-01-15,1644,banner,Boardings,NA
Saturday,2010-01-16,1490.5,banner,Boardings,NA
Sunday,2010-01-17,888.5,banner,Boardings,NA
Monday,2010-01-18,999.5,banner,Boardings,NA
Tuesday,2010-01-19,1035,banner,Boardings,NA
Wednesday,2010-01-20,1395.5,banner,Boardings,NA
Thursday,2010-01-21,1305,banner,Boardings,NA
Friday,2010-01-22,1394.5,banner,Boardings,NA
Saturday,2010-01-23,1206,banner,Boardings,NA
Sunday,2010-01-24,713,banner,Boardings,NA
Monday,2010-01-25,1295,banner,Boardings,NA
Tuesday,2010-01-26,1429.5,banner,Boardings,NA
Wednesday,2010-01-27,1288.5,banner,Boardings,NA
Thursday,2010-01-28,1239,banner,Boardings,NA
Friday,2010-01-29,1332,banner,Boardings,NA
Saturday,2010-01-30,581.5,banner,Boardings,NA
Sunday,2010-01-31,683.5,banner,Boardings,NA
Monday,2010-02-01,1395.5,banner,Boardings,NA
Tuesday,2010-02-02,1436.5,banner,Boardings,NA
Wednesday,2010-02-03,1368,banner,Boardings,NA
Thursday,2010-02-04,1339.5,banner,Boardings,NA
Friday,2010-02-05,1217.5,banner,Boardings,NA
Saturday,2010-02-06,0,banner,Boardings,NA
Sunday,2010-02-07,0,banner,Boardings,NA
Monday,2010-02-08,284,banner,Boardings,NA
Tuesday,2010-02-09,849.5,banner,Boardings,NA
Wednesday,2010-02-10,0,banner,Boardings,NA
Thursday,2010-02-11,0,banner,Boardings,NA
Friday,2010-02-12,671,banner,Boardings,NA
Saturday,2010-02-13,700.5,banner,Boardings,NA
Sunday,2010-02-14,543.5,banner,Boardings,NA
Monday,2010-02-15,751.5,banner,Boardings,NA
Tuesday,2010-02-16,791,banner,Boardings,NA
Wednesday,2010-02-17,993.5,banner,Boardings,NA
Thursday,2010-02-18,1126,banner,Boardings,NA
Friday,2010-02-19,1642,banner,Boardings,NA
Saturday,2010-02-20,893.5,banner,Boardings,NA
Sunday,2010-02-21,739,banner,Boardings,NA
Monday,2010-02-22,997.5,banner,Boardings,NA
Tuesday,2010-02-23,998,banner,Boardings,NA
Wednesday,2010-02-24,1219,banner,Boardings,NA
Thursday,2010-02-25,1429.5,banner,Boardings,NA
Friday,2010-02-26,1328.5,banner,Boardings,NA
Saturday,2010-02-27,1252.5,banner,Boardings,NA
Sunday,2010-02-28,955.5,banner,Boardings,NA
Monday,2010-03-01,1511,banner,Boardings,NA
Tuesday,2010-03-02,1498.5,banner,Boardings,NA
Wednesday,2010-03-03,1464.5,banner,Boardings,NA
Thursday,2010-03-04,1697.5,banner,Boardings,NA
Friday,2010-03-05,1905.5,banner,Boardings,NA
Saturday,2010-03-06,1369,banner,Boardings,NA
Sunday,2010-03-07,1114.5,banner,Boardings,NA
Monday,2010-03-08,1516,banner,Boardings,NA
Tuesday,2010-03-09,1727.5,banner,Boardings,NA
Wednesday,2010-03-10,1672,banner,Boardings,NA
Thursday,2010-03-11,1711.5,banner,Boardings,NA
Friday,2010-03-12,1644,banner,Boardings,NA
Saturday,2010-03-13,952.5,banner,Boardings,NA
Sunday,2010-03-14,716.5,banner,Boardings,NA
Monday,2010-03-15,1588,banner,Boardings,NA
Tuesday,2010-03-16,1601,banner,Boardings,NA
Wednesday,2010-03-17,1710.5,banner,Boardings,NA
Thursday,2010-03-18,1949,banner,Boardings,NA
Friday,2010-03-19,2204.5,banner,Boardings,NA
Saturday,2010-03-20,1945.5,banner,Boardings,NA
Sunday,2010-03-21,1634,banner,Boardings,NA
Monday,2010-03-22,1413,banner,Boardings,NA
Tuesday,2010-03-23,1458,banner,Boardings,NA
Wednesday,2010-03-24,1350,banner,Boardings,NA
Thursday,2010-03-25,1448,banner,Boardings,NA
Friday,2010-03-26,1710.5,banner,Boardings,NA
Saturday,2010-03-27,1561,banner,Boardings,NA
Sunday,2010-03-28,1086.5,banner,Boardings,NA
Monday,2010-03-29,1790.5,banner,Boardings,NA
Tuesday,2010-03-30,1474,banner,Boardings,NA
Wednesday,2010-03-31,1719,banner,Boardings,NA
Thursday,2010-04-01,1939.5,banner,Boardings,NA
Friday,2010-04-02,2029,banner,Boardings,NA
Saturday,2010-04-03,1836,banner,Boardings,NA
Sunday,2010-04-04,1053,banner,Boardings,NA
Monday,2010-04-05,1875.5,banner,Boardings,NA
Tuesday,2010-04-06,1776,banner,Boardings,NA
Wednesday,2010-04-07,1498.5,banner,Boardings,NA
Thursday,2010-04-08,1764,banner,Boardings,NA
Friday,2010-04-09,2399,banner,Boardings,NA
Saturday,2010-04-10,1801,banner,Boardings,NA
Sunday,2010-04-11,1231.5,banner,Boardings,NA
Monday,2010-04-12,1711.5,banner,Boardings,NA
Tuesday,2010-04-13,1643,banner,Boardings,NA
Wednesday,2010-04-14,1933,banner,Boardings,NA
Thursday,2010-04-15,1793.5,banner,Boardings,NA
Friday,2010-04-16,2191,banner,Boardings,NA
Saturday,2010-04-17,1886,banner,Boardings,NA
Sunday,2010-04-18,1150.5,banner,Boardings,NA
Monday,2010-04-19,1818.5,banner,Boardings,NA
Tuesday,2010-04-20,1797,banner,Boardings,NA
Wednesday,2010-04-21,1661.5,banner,Boardings,NA
Thursday,2010-04-22,1879,banner,Boardings,NA
Friday,2010-04-23,2132,banner,Boardings,NA
Saturday,2010-04-24,1613,banner,Boardings,NA
Sunday,2010-04-25,1058.5,banner,Boardings,NA
Monday,2010-04-26,1616,banner,Boardings,NA
Tuesday,2010-04-27,1847,banner,Boardings,NA
Wednesday,2010-04-28,1728.5,banner,Boardings,NA
