Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Novavax,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_5Plus,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_5Plus,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Novavax,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_5Plus,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Novavax,Series_Complete_Unk_Manuf,Series_Complete_Janssen_5Plus,Series_Complete_Moderna_5Plus,Series_Complete_Pfizer_5Plus,Series_Complete_Unk_Manuf_5Plus,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses,Additional_Doses_Vax_Pct,Additional_Doses_5Plus,Additional_Doses_5Plus_Vax_Pct,Additional_Doses_12Plus,Additional_Doses_12Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,Second_Booster_Janssen,Second_Booster_Moderna,Second_Booster_Pfizer,Second_Booster_Unk_Manuf,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
6/1/21,22,US,366317045,21144200,151238520,193934325,NA,0,110338,0,129191,141841,669726,296404240,0,296265166,287843662,87384751,10858664,125016707,160309262,NA,219607,89279,0,104486,111455,159364,296404240,168489729,50.8,0,0,168356985,59.4,162073054,62.8,46991362,85.7,135867425,40.9,0,0,135858601,47.9,133581245,51.7,40942074,74.7,10730357,55260329,69818924,NA,57815,NA,NA,NA,NA,10728694,55257137,69814983,57788,10686828,55078417,67758460,57540,1830939,19664330,19421756,25049,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/31/21,22,US,366316845,21144200,151238320,193934325,NA,0,110338,0,129191,141840,669725,295891325,0,295753766,287401091,87339376,10832200,124854832,159984780,NA,219513,89125,0,104305,111284,159282,295891325,168227462,50.7,0,0,168096220,59.3,161926844,62.7,47022130,85.8,135593733,40.8,0,0,135584922,47.8,133324701,51.6,40952307,74.7,10704082,55161808,69670054,NA,57789,NA,NA,NA,NA,10702418,55158621,69666120,57762,10660944,54981518,67624724,57515,1831855,19668660,19426744,25048,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/30/21,22,US,366316945,21144200,151238420,193934325,NA,0,110338,0,129191,141840,669725,294928850,0,294794313,286573761,87261249,10776617,124520914,159412031,NA,219288,88835,0,103967,110963,159139,294928850,167733972,50.5,0,0,167605730,59.1,161535925,62.5,46983216,85.7,135087319,40.7,0,0,135078537,47.6,132846983,51.4,40902493,74.6,10648976,54950054,69430584,NA,57705,NA,NA,NA,NA,10647326,54946872,69426661,57678,10606292,54771979,67411276,57434,1826481,19643395,19407607,25009,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/21,21,US,366314625,21144200,151238440,193931985,NA,0,110337,0,129191,141840,669721,293705050,0,293574872,285521437,87147891,10710816,124067556,158708623,NA,218055,88466,0,103537,110556,158932,293705050,167157043,50.3,0,0,167033116,58.9,161086059,62.4,46931392,85.6,134418748,40.5,0,0,134410002,47.4,132216482,51.2,40828394,74.5,10584099,54642238,69135147,NA,57264,NA,NA,NA,NA,10582453,54639069,69131243,57237,10542136,54468108,67149238,56999,1818582,19605546,19379478,24787,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/28/21,21,US,362375765,20974900,150436780,190964085,NA,0,109151,0,127801,140314,662520,292099778,0,291974892,284139176,86985256,10621136,123479196,157783315,NA,216131,87983,0,102973,110021,158636,292099778,166388129,50.1,0,0,166269449,58.6,160488372,62.1,46860335,85.5,133532544,40.2,0,0,133523837,47.1,131375472,50.9,40722115,74.3,10495883,54244825,68735221,NA,56615,NA,NA,NA,NA,10494249,54241673,68731327,56588,10454803,54075194,66789110,56364,1807063,19553148,19337431,24473,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/27/21,21,US,361250445,20928000,150149280,190173165,NA,0,108812,0,127405,139879,660463,290724607,0,290603765,282953989,86847401,10539494,122947136,157023465,NA,214512,87569,0,102489,109562,158384,290724607,165718717,49.9,0,0,165604034,58.4,159960365,61.9,46792923,85.3,132769894,40,0,0,132761230,46.8,130653567,50.6,40627181,74.1,10415291,53885014,68413511,NA,56078,NA,NA,NA,NA,10413669,53881875,68409635,56051,10375314,53720257,66502161,55835,1795008,19504973,19302976,24223,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/26/21,21,US,359849035,20788600,148930560,190129875,NA,0,108390,0,126910,139336,657900,289212304,0,289095970,281670739,86724291,10463078,122339269,156197160,NA,212797,87113,0,101957,109065,158160,289212304,165074907,49.7,0,0,164964678,58.2,159488319,61.8,46742786,85.2,131850089,39.7,0,0,131841486,46.5,129784042,50.3,40532730,73.9,10340074,53455736,67998827,NA,55452,NA,NA,NA,NA,10338458,53452617,67994986,55425,10300990,53295477,66132357,55216,1783984,19458324,19266509,23913,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/25/21,21,US,359004955,20758700,148586720,189659535,NA,0,108135,0,126613,139009,656357,287788872,0,287676823,280459815,86583926,10381859,121801185,155394989,NA,210839,86684,0,101457,108596,157904,287788872,164378258,49.5,0,0,164272277,57.9,158954785,61.5,46674798,85.1,131078608,39.5,0,0,131070055,46.2,129054480,50,40443453,73.8,10260317,53115058,67648415,NA,54818,NA,NA,NA,NA,10258716,53111954,67644594,54791,10222190,52959473,65818226,54591,1773621,19414150,19232085,23596,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/24/21,21,US,357250475,20694700,148157500,188398275,NA,0,107607,0,125994,138330,653150,286890900,0,286782683,279727549,86518371,10323402,121500687,154856445,NA,210366,86414,0,101142,108312,157784,286890900,163907827,49.4,0,0,163805654,57.8,158757341,61.5,46734016,85.2,130615797,39.3,0,0,130607271,46.1,128622427,49.8,40480404,73.8,10210450,52916100,67434538,NA,54709,NA,NA,NA,NA,10208857,52913005,67430727,54682,10173237,52764776,65629931,54482,1774527,19426714,19255618,23544,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/23/21,21,US,357250375,20694700,148157400,188398275,NA,0,107607,0,125994,138330,653149,285720586,0,285618036,278791429,86442890,10265423,121125577,154119424,NA,210162,86061,0,100731,107950,157647,285720586,163309414,49.2,0,0,163212887,57.6,158340340,61.3,46692825,85.2,130014175,39.2,0,0,130005679,45.8,128064065,49.6,40427496,73.7,10153418,52681665,67124436,NA,54656,NA,NA,NA,NA,10151830,52678575,67120645,54629,10117081,52534710,65357839,54434,1768166,19403166,19232641,23522,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/22/21,20,US,357250375,20694700,148157400,188398275,NA,0,107607,0,125994,138330,653149,283941223,0,283845123,277299417,86294993,10163242,120493252,153075845,NA,208884,85525,0,100106,107372,157377,283941223,162470794,48.9,0,0,162380673,57.3,157720909,61.1,46620321,85,129006463,38.9,0,0,128998003,45.5,127111729,49.2,40322410,73.5,10061795,52252570,66637876,NA,54222,NA,NA,NA,NA,10060218,52249490,66634100,54195,10026671,52112004,64919048,54005,1756526,19354308,19188276,23300,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/21/21,20,US,354914965,20600500,147829140,186485325,NA,0,106903,0,125170,137426,648880,281595351,0,281508909,275353272,86094707,10051548,119668669,151668003,NA,207131,84819,0,99282,106619,157012,281595351,161278336,48.6,0,0,161197822,56.9,156852134,60.7,46524478,84.8,127778250,38.5,0,0,127769851,45.1,125950707,48.8,40195084,73.3,9951785,51727326,66045496,NA,53643,NA,NA,NA,NA,9950223,51724264,66041748,53616,9917742,51592365,64387165,53434,1742200,19291719,19138157,23008,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/21,20,US,351955515,20490400,146864660,184600455,NA,0,106012,0,124127,136280,643469,279397250,0,279319490,273546217,85891638,9944636,118904886,150342238,NA,205490,84157,0,98509,105919,156641,279397250,160177820,48.2,0,0,160105934,56.5,156058372,60.4,46420974,84.7,126605166,38.1,0,0,126596834,44.6,124845806,48.3,40057047,73.1,9847316,51243707,65461048,NA,53095,NA,NA,NA,NA,9845767,51240665,65457333,53068,9814794,51116733,63861380,52898,1727498,19225776,19081047,22725,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/19/21,20,US,349210095,20301300,144876960,184031835,NA,0,105185,0,123158,135217,638450,277290173,0,277219831,271815033,85695203,9836616,118181211,149068615,NA,203731,83522,0,97769,105249,156283,277290173,159174963,47.9,0,0,159110424,56.1,155350175,60.2,46335656,84.5,125453423,37.8,0,0,125445164,44.2,123762276,47.9,39931211,72.8,9743643,50785066,64872207,NA,52507,NA,NA,NA,NA,9742114,50782045,64868523,52481,9712373,50664546,63333040,52317,1713314,19168464,19027013,22419,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/18/21,20,US,346672525,20231000,144112040,182329485,NA,0,104421,0,122263,134234,633810,275535207,0,275471650,270373283,85536552,9751200,117620781,147961277,NA,201949,82993,0,97152,104690,155994,275535207,158365411,47.7,0,0,158307600,55.8,154779249,59.9,46263132,84.4,124455693,37.5,0,0,124447512,43.9,122825591,47.6,39814006,72.6,9665141,50416598,64322011,NA,51943,NA,NA,NA,NA,9663633,50413597,64318364,51918,9635097,50302103,62836627,51764,1702456,19119204,18970217,22129,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/17/21,20,US,344503595,20195100,143498840,180809655,NA,0,103767,0,121498,133394,629845,274411901,0,274353136,269470307,85443706,9697720,117247242,147265442,NA,201497,82655,0,96758,104341,155824,274411901,157827208,47.5,0,0,157774165,55.6,154478960,59.8,46273886,84.4,123828224,37.3,0,0,123820066,43.7,122238476,47.3,39814913,72.6,9612281,50179820,63984314,NA,51809,NA,NA,NA,NA,9610772,50176827,63980682,51784,9582936,50068998,62534898,51643,1701166,19119531,18972142,22073,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/16/21,20,US,344503495,20195100,143498740,180809655,NA,0,103767,0,121498,133394,629845,272925411,0,272874121,268300923,85336122,9637126,116798390,146288690,NA,201205,82207,0,96236,103888,155628,272925411,157132234,47.3,0,0,157086639,55.4,154029389,59.6,46220789,84.3,122999721,37,0,0,122991605,43.4,121471028,47,39734266,72.5,9552103,49889927,63506002,NA,51689,NA,NA,NA,NA,9550602,49886946,63502392,51664,9523788,49784165,62111550,51524,1693177,19088106,18930917,22066,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/15/21,19,US,344503395,20195100,143498640,180809655,NA,0,103767,0,121498,133394,629844,270832342,0,270788442,266556836,85159428,9558399,116066454,145007116,NA,200373,81577,0,95501,103213,155306,270832342,156217367,47.1,0,0,156179129,55.1,153374769,59.4,46138061,84.1,121768268,36.7,0,0,121760205,42.9,120313236,46.6,39599069,72.2,9474304,49393679,62848919,NA,51366,NA,NA,NA,NA,9472818,49390715,62845330,51341,9447339,49295344,61519349,51204,1680985,19026941,18869193,21950,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/14/21,19,US,341865945,20123800,142887560,178854585,NA,0,102973,0,120568,132373,625023,268438666,0,268382603,264437226,84925757,9431604,115127784,143680891,NA,198387,80856,0,94652,102392,154880,268438666,155251852,46.8,0,0,155201979,54.7,152600720,59.1,46035264,84,120258637,36.2,0,0,120247887,42.4,118874312,46,39431175,71.9,9348976,48745748,62113204,NA,50709,NA,NA,NA,NA,9345326,48742634,62109248,50678,9321002,48652432,60850329,50549,1660256,18946194,18803107,21618,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/13/21,19,US,339165445,19892600,141981380,177291465,NA,0,102159,0,119616,131327,620085,266596486,0,266542543,262721641,84741489,9352742,114354242,142692755,NA,196747,80301,0,94003,101728,154544,266596486,154624231,46.6,0,0,154576365,54.5,152033876,58.9,45960854,83.8,118987308,35.8,0,0,118976855,42,117665019,45.6,39291964,71.7,9271410,48204151,61461565,NA,50182,NA,NA,NA,NA,9267943,48201083,61457677,50152,9244119,48114297,60256577,50026,1647628,18875848,18747148,21340,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/12/21,19,US,337089765,19803300,140816340,176470125,NA,0,101534,0,0,130523,616290,264680844,0,0,260905850,84541687,9266062,113582961,141636737,NA,195084,79724,0,0,101025,154179,264680844,153986312,46.4,0,0,0,0,151455299,58.6,45926146,83.8,117647439,35.4,0,0,0,0,116387534,45.1,39303599,71.7,9185870,47686882,60725061,NA,49626,NA,NA,NA,NA,0,0,0,0,9159233,47599695,59579123,49484,1646183,18874197,18762159,21060,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/11/21,19,US,334081065,19761100,139663340,174656625,NA,0,100628,0,0,129359,610790,263132561,0,0,259436708,84386363,9188411,112990115,140760689,NA,193346,79258,0,0,100456,153896,263132561,153448316,46.2,0,0,0,0,150947024,58.4,45861467,83.6,116576359,35.1,0,0,0,0,115366340,44.7,39186618,71.5,9109204,47290668,60127465,NA,49022,NA,NA,NA,NA,0,0,0,0,9083275,47205539,59028640,48886,1634534,18822441,18708894,20748,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/21,19,US,329843825,19566500,138491880,171785445,NA,0,99352,0,0,127718,603043,261599381,0,0,257992942,84265000,9038423,112529278,139838655,NA,193025,78796,0,0,99897,153675,261599381,152819904,46,0,0,0,0,150354051,58.2,45797387,83.5,115530780,34.8,0,0,0,0,114375695,44.3,39092995,71.3,8960777,47015371,59505716,NA,48916,NA,NA,NA,NA,0,0,0,0,8935938,46931857,58459119,48781,1615868,18793408,18663018,20701,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/9/21,19,US,329843825,19566500,138491880,171785445,NA,0,99352,0,0,127718,603043,259716989,0,0,256223766,84124248,8933802,111933191,138657097,NA,192899,78229,0,0,99212,153418,259716989,152116936,45.8,0,0,0,0,149694264,58,45733728,83.4,114258244,34.4,0,0,0,0,113173661,43.8,38989383,71.1,8856963,46657407,58694994,NA,48880,NA,NA,NA,NA,0,0,0,0,8832809,46575726,57716381,48744,1602719,18760968,18605002,20694,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/8/21,18,US,329840055,19564900,138490880,171784275,NA,0,99351,0,0,127716,603036,257347205,0,0,253974416,83915941,8844369,111094349,137216849,NA,191638,77515,0,0,98341,153038,257347205,151315505,45.6,0,0,0,0,148939613,57.7,45649289,83.3,112626771,33.9,0,0,0,0,111615907,43.2,38829193,70.8,8768721,46112639,57696996,NA,48415,NA,NA,NA,NA,0,0,0,0,8745340,46033701,56788578,48287,1589084,18698170,18521467,20471,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/7/21,18,US,327124625,19458000,137846780,169819845,NA,0,98533,0,0,126665,598071,254779333,0,0,251524265,83664008,8739657,110124671,135725061,NA,189944,76742,0,0,97392,152579,254779333,150416559,45.3,0,0,0,0,148087774,57.3,45543746,83.1,110874920,33.4,0,0,0,0,109935132,42.6,38641055,70.5,8665290,45501811,56659985,NA,47834,NA,NA,NA,NA,0,0,0,0,8642651,45425696,55819067,47718,1572245,18616041,18432581,20187,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/6/21,18,US,324610185,19332600,136609020,168668565,NA,0,97775,0,0,125691,593474,251973752,0,0,248843481,83376984,8627243,109041458,134116885,NA,188166,75897,0,0,96354,152055,251973752,149462265,45,0,0,0,0,147079927,57,45406761,82.8,108926627,32.8,0,0,0,0,108058616,41.8,38398045,70,8551843,44786084,55541453,NA,47247,NA,NA,NA,NA,0,0,0,0,8529697,44713084,54768700,47135,1553721,18505462,18318965,19897,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/5/21,18,US,321549335,18913300,135194800,167441235,NA,0,96853,0,0,124506,587878,249566820,0,0,246541364,83120604,8516437,108142826,132721153,NA,186404,75172,0,0,95463,151588,249566820,148562891,44.7,0,0,0,0,146335135,56.7,45425228,82.8,107346533,32.3,0,0,0,0,106535363,41.3,38356900,70,8444321,44211004,54644578,NA,46630,NA,NA,NA,NA,0,0,0,0,8422584,44140379,53925870,46529,1548085,18482560,18306673,19581,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/4/21,18,US,318474035,18792900,133760900,165920235,NA,0,95927,0,0,123315,582256,247769049,0,0,244816355,82916221,8449067,107477821,131657484,NA,184677,74630,0,0,94795,151215,247769049,147894671,44.5,0,0,0,0,145701541,56.4,45339719,82.7,106168588,32,0,0,0,0,105395641,40.8,38202296,69.7,8377861,43793335,53951349,NA,46043,NA,NA,NA,NA,0,0,0,0,8356447,43724661,53268585,45948,1536572,18413391,18233055,19277,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/3/21,18,US,312509575,18463400,131844200,162201975,NA,0,94130,0,0,121006,571351,246780203,0,0,243876762,82817237,8409505,107155797,131030537,NA,184364,74332,0,0,94431,151035,246780203,147517734,44.4,0,0,0,0,145346819,56.3,45297502,82.6,105523520,31.8,0,0,0,0,104777682,40.6,38128161,69.5,8338745,43611912,53526923,NA,45940,NA,NA,NA,NA,0,0,0,0,8317505,43544123,52870204,45849,1530656,18382766,18195505,19235,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/2/21,18,US,312509575,18463400,131844200,162201975,NA,0,94130,0,0,121006,571351,245591469,0,0,242753391,82724634,8374395,106780082,130252779,NA,184213,73974,0,0,93996,150866,245591469,147047012,44.3,0,0,0,0,144909039,56.1,45256931,82.5,104774652,31.6,0,0,0,0,104061403,40.3,38057073,69.4,8303878,43389704,53035196,NA,45874,NA,NA,NA,NA,0,0,0,0,8282877,43323041,52409699,45785,1525526,18354697,18157635,19214,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/1/21,17,US,312508205,18463200,131844200,162200805,NA,0,94130,0,0,121005,571349,243463471,0,0,240718710,82528434,8318546,105947940,129013657,NA,183328,73333,0,0,93208,150508,243463471,146239208,44,0,0,0,0,144151014,55.8,45179907,82.4,103422555,31.2,0,0,0,0,102752929,39.8,37911908,69.1,8248623,42882114,52246257,NA,45561,NA,NA,NA,NA,0,0,0,0,8227932,42817459,51662064,45474,1516798,18288720,18087337,19052,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/30/21,17,US,308774155,18038400,130927600,159808155,NA,0,93005,0,0,119559,564522,240159677,0,0,237542398,82177445,8231139,104613893,127133399,NA,181246,72338,0,0,91978,149868,240159677,144894586,43.6,0,0,0,0,142878627,55.3,45036784,82.1,101407318,30.5,0,0,0,0,100793030,39,37657954,68.7,8162494,42065146,51134807,NA,44871,NA,NA,NA,NA,0,0,0,0,8142234,42003317,50602690,44788,1502082,18163344,17973866,18662,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/21,17,US,305478495,17890900,129801200,157786395,NA,0,92013,0,0,118283,558497,237360493,0,0,234846447,81843169,8166410,103474188,125540172,NA,179723,71495,0,0,90934,149258,237360493,143793565,43.3,0,0,0,0,141835469,54.9,44900981,81.9,99668945,30,0,0,0,0,99100200,38.4,37410778,68.2,8098676,41373484,50152429,NA,44356,NA,NA,NA,NA,0,0,0,0,8078837,41314540,49662545,44278,1490857,18041472,17860070,18378,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/28/21,17,US,301857885,17664000,128025600,156168285,NA,0,90922,0,0,116881,551877,234639414,0,0,232221354,81498859,8124392,102356935,123980028,NA,178059,70675,0,0,89918,148630,234639414,142692987,43,0,0,0,0,140792606,54.5,44855147,81.8,98044421,29.5,0,0,0,0,97514016,37.8,37332498,68.1,8057660,40700202,49242768,NA,43791,NA,NA,NA,NA,0,0,0,0,8038121,40643726,48788453,43715,1496285,17984509,17833633,18071,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/27/21,17,US,297543635,17642250,125300900,154600485,NA,0,89623,0,0,115211,543989,232407669,0,0,230070915,81242923,8097650,101463903,122669679,NA,176437,70003,0,0,89085,148163,232407669,141751857,42.7,0,0,0,0,139902174,54.2,44754293,81.6,96747454,29.1,0,0,0,0,96247756,37.3,37149968,67.8,8031731,40188457,48484000,NA,43266,NA,NA,NA,NA,0,0,0,0,8012452,40133983,48058126,43194,1491747,17890269,17750172,17781,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/21,17,US,290692005,17641150,123421700,149629155,NA,0,87559,0,0,112558,531463,230768454,0,0,228503127,81080812,8087269,100830533,121674501,NA,176151,69509,0,0,88478,147868,230768454,140969663,42.5,0,0,0,0,139170908,53.9,44679503,81.5,95888088,28.9,0,0,0,0,95408925,36.9,37039383,67.5,8021694,39855028,47968185,NA,43181,NA,NA,NA,NA,0,0,0,0,8002568,39801985,47561262,43110,1490094,17834723,17696808,17756,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/25/21,17,US,290692005,17641150,123421700,149629155,NA,0,87559,0,0,112558,531463,228661408,0,0,226493642,80890062,8079863,100031926,120373717,NA,175902,68875,0,0,87700,147520,228661408,139978480,42.2,0,0,0,0,138251781,53.5,44595141,81.3,94772329,28.5,0,0,0,0,94318741,36.5,36911819,67.3,8014498,39424106,47290617,NA,43108,NA,NA,NA,NA,0,0,0,0,7995578,39372773,46907350,43038,1489197,17767757,17637146,17718,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
